"transmission(wavelength), created by Plot Digitizer, 2.6.11"
"Date: 3/12/25, 2:04:04 PM"


17
wavelength,transmission
299.592,0.00372910,
304.516,0.00437114,
310.143,0.00518432,
314.722,0.00637012,
320.361,0.00844965,
325.306,0.0121000,
330.239,0.0154022,
334.810,0.0175304,
339.713,0.0166230,
344.954,0.0140939,
349.841,0.0115349,
354.723,0.00895313,
359.945,0.00632429,
365.152,0.00387854,
370.356,0.00229604,
374.853,0.00128908,
376.932,0.00101250,
