"transmission(wavelength), created by Plot Digitizer, 2.6.11"
"Date: 3/12/25, 4:57:16 AM"


10
wavelength,transmission
301.510,0.00100584,
305.402,0.00311012,
310.343,0.00896471,
314.208,0.0128078,
317.014,0.0141464,
320.513,0.0127323,
325.750,0.00792732,
329.928,0.00386065,
335.146,0.00137094,
336.536,0.00101140,
